source,Date,incid_est,t,country_name,country,incid_conf,cum_incid,cum_est_incid
DNK,2020-03-29,191.41,2020-03-29,Denmark,DNK,198,2564,2552.02
DNK,2020-03-30,221.11,2020-03-30,Denmark,DNK,191,2755,2773.13
DNK,2020-03-31,253.17,2020-03-31,Denmark,DNK,284,3039,3026.3
DNK,2020-04-01,279.59,2020-04-01,Denmark,DNK,251,3290,3305.89
DNK,2020-04-02,297,2020-04-02,Denmark,DNK,283,3573,3602.89
DNK,2020-04-03,309.48,2020-04-03,Denmark,DNK,373,3946,3912.37
DNK,2020-04-04,322.38,2020-04-04,Denmark,DNK,323,4269,4234.75
DNK,2020-04-05,337.8,2020-04-05,Denmark,DNK,292,4561,4572.55
DNK,2020-04-06,347.78,2020-04-06,Denmark,DNK,314,4875,4920.33
DNK,2020-04-07,340.83,2020-04-07,Denmark,DNK,391,5266,5261.16
DNK,2020-04-08,307.92,2020-04-08,Denmark,DNK,331,5597,5569.08
DNK,2020-04-09,256.27,2020-04-09,Denmark,DNK,233,5830,5825.35
DNK,2020-04-10,203.98,2020-04-10,Denmark,DNK,184,6014,6029.33
DNK,2020-04-11,168.99,2020-04-11,Denmark,DNK,177,6191,6198.32
DNK,2020-04-12,158.01,2020-04-12,Denmark,DNK,178,6369,6356.33
DNK,2020-04-13,163.47,2020-04-13,Denmark,DNK,144,6513,6519.8
DNK,2020-04-14,176.06,2020-04-14,Denmark,DNK,193,6706,6695.86
DNK,2020-04-15,187.67,2020-04-15,Denmark,DNK,170,6876,6883.53
DNK,2020-04-16,193.17,2020-04-16,Denmark,DNK,198,7074,7076.7
DNK,2020-04-17,188.23,2020-04-17,Denmark,DNK,194,7268,7264.93
DNK,2020-04-18,170.41,2020-04-18,Denmark,DNK,169,7437,7435.34
DNK,2020-04-19,146.62,2020-04-19,Denmark,DNK,143,7580,7581.96
DNK,2020-04-20,128.66,2020-04-20,Denmark,DNK,131,7711,7710.62
DOM,2020-01-22,0,2020-01-22,Dominican Republic,DOM,0,0,0
DOM,2020-01-23,0,2020-01-23,Dominican Republic,DOM,0,0,0
DOM,2020-01-24,0,2020-01-24,Dominican Republic,DOM,0,0,0
DOM,2020-01-25,0,2020-01-25,Dominican Republic,DOM,0,0,0
DOM,2020-01-26,0,2020-01-26,Dominican Republic,DOM,0,0,0
DOM,2020-01-27,0,2020-01-27,Dominican Republic,DOM,0,0,0
DOM,2020-01-28,0,2020-01-28,Dominican Republic,DOM,0,0,0
DOM,2020-01-29,0,2020-01-29,Dominican Republic,DOM,0,0,0
DOM,2020-01-30,0,2020-01-30,Dominican Republic,DOM,0,0,0
DOM,2020-01-31,0,2020-01-31,Dominican Republic,DOM,0,0,0
DOM,2020-02-01,0,2020-02-01,Dominican Republic,DOM,0,0,0
DOM,2020-02-02,0,2020-02-02,Dominican Republic,DOM,0,0,0
DOM,2020-02-03,0,2020-02-03,Dominican Republic,DOM,0,0,0
DOM,2020-02-04,0,2020-02-04,Dominican Republic,DOM,0,0,0
DOM,2020-02-05,0,2020-02-05,Dominican Republic,DOM,0,0,0
DOM,2020-02-06,0,2020-02-06,Dominican Republic,DOM,0,0,0
DOM,2020-02-07,0,2020-02-07,Dominican Republic,DOM,0,0,0
DOM,2020-02-08,0,2020-02-08,Dominican Republic,DOM,0,0,0
DOM,2020-02-09,0,2020-02-09,Dominican Republic,DOM,0,0,0
DOM,2020-02-10,0,2020-02-10,Dominican Republic,DOM,0,0,0
DOM,2020-02-11,0,2020-02-11,Dominican Republic,DOM,0,0,0
DOM,2020-02-12,0,2020-02-12,Dominican Republic,DOM,0,0,0
DOM,2020-02-13,0,2020-02-13,Dominican Republic,DOM,0,0,0
DOM,2020-02-14,0,2020-02-14,Dominican Republic,DOM,0,0,0
DOM,2020-02-15,0,2020-02-15,Dominican Republic,DOM,0,0,0
DOM,2020-02-16,0,2020-02-16,Dominican Republic,DOM,0,0,0
DOM,2020-02-17,0,2020-02-17,Dominican Republic,DOM,0,0,0
DOM,2020-02-18,0,2020-02-18,Dominican Republic,DOM,0,0,0
DOM,2020-02-19,0,2020-02-19,Dominican Republic,DOM,0,0,0
DOM,2020-02-20,0,2020-02-20,Dominican Republic,DOM,0,0,0
DOM,2020-02-21,0,2020-02-21,Dominican Republic,DOM,0,0,0
DOM,2020-02-22,0,2020-02-22,Dominican Republic,DOM,0,0,0
DOM,2020-02-23,0,2020-02-23,Dominican Republic,DOM,0,0,0
DOM,2020-02-24,0.01,2020-02-24,Dominican Republic,DOM,0,0,0.01
DOM,2020-02-25,0.03,2020-02-25,Dominican Republic,DOM,0,0,0.04
DOM,2020-02-26,0.05,2020-02-26,Dominican Republic,DOM,0,0,0.09
DOM,2020-02-27,0.07,2020-02-27,Dominican Republic,DOM,0,0,0.16
DOM,2020-02-28,0.09,2020-02-28,Dominican Republic,DOM,0,0,0.25
DOM,2020-02-29,0.09,2020-02-29,Dominican Republic,DOM,0,0,0.34
DOM,2020-03-01,0.11,2020-03-01,Dominican Republic,DOM,1,1,0.45
DOM,2020-03-02,0.14,2020-03-02,Dominican Republic,DOM,0,1,0.59
DOM,2020-03-03,0.22,2020-03-03,Dominican Republic,DOM,0,1,0.81
DOM,2020-03-04,0.32,2020-03-04,Dominican Republic,DOM,0,1,1.1300000000000001
DOM,2020-03-05,0.45,2020-03-05,Dominican Republic,DOM,0,1,1.58
DOM,2020-03-06,0.58,2020-03-06,Dominican Republic,DOM,1,2,2.16
DOM,2020-03-07,0.7,2020-03-07,Dominican Republic,DOM,0,2,2.86
DOM,2020-03-08,0.74,2020-03-08,Dominican Republic,DOM,3,5,3.6
DOM,2020-03-09,0.69,2020-03-09,Dominican Republic,DOM,0,5,4.29
DOM,2020-03-10,0.57,2020-03-10,Dominican Republic,DOM,0,5,4.859999999999999
DOM,2020-03-11,0.51,2020-03-11,Dominican Republic,DOM,0,5,5.37
DOM,2020-03-12,0.65,2020-03-12,Dominican Republic,DOM,0,5,6.02
DOM,2020-03-13,1.05,2020-03-13,Dominican Republic,DOM,0,5,7.07
DOM,2020-03-14,1.52,2020-03-14,Dominican Republic,DOM,6,11,8.59
DOM,2020-03-15,1.81,2020-03-15,Dominican Republic,DOM,0,11,10.4
DOM,2020-03-16,1.9,2020-03-16,Dominican Republic,DOM,0,11,12.3
DOM,2020-03-17,3.14,2020-03-17,Dominican Republic,DOM,10,21,15.44
DOM,2020-03-18,7.66,2020-03-18,Dominican Republic,DOM,0,21,23.1
DOM,2020-03-19,17.38,2020-03-19,Dominican Republic,DOM,13,34,40.48
DOM,2020-03-20,31.66,2020-03-20,Dominican Republic,DOM,38,72,72.14
DOM,2020-03-21,47.02,2020-03-21,Dominican Republic,DOM,40,112,119.16
DOM,2020-03-22,59.76,2020-03-22,Dominican Republic,DOM,90,202,178.92
DOM,2020-03-23,68.02,2020-03-23,Dominican Republic,DOM,43,245,246.94
DOM,2020-03-24,73.7,2020-03-24,Dominican Republic,DOM,67,312,320.64
DOM,2020-03-25,79.59,2020-03-25,Dominican Republic,DOM,80,392,400.23
DOM,2020-03-26,87.95,2020-03-26,Dominican Republic,DOM,96,488,488.18
DOM,2020-03-27,99.03,2020-03-27,Dominican Republic,DOM,93,581,587.21
DOM,2020-03-28,112.19,2020-03-28,Dominican Republic,DOM,138,719,699.4
DOM,2020-03-29,126.5,2020-03-29,Dominican Republic,DOM,140,859,825.9
DOM,2020-03-30,138.97,2020-03-30,Dominican Republic,DOM,42,901,964.87
DOM,2020-03-31,144.8,2020-03-31,Dominican Republic,DOM,208,1109,1109.67
DOM,2020-04-01,139.32,2020-04-01,Dominican Republic,DOM,175,1284,1248.99
DOM,2020-04-02,123.16,2020-04-02,Dominican Republic,DOM,96,1380,1372.15
DOM,2020-04-03,105.62,2020-04-03,Dominican Republic,DOM,108,1488,1477.77
DOM,2020-04-04,97.39,2020-04-04,Dominican Republic,DOM,0,1488,1575.16
DOM,2020-04-05,105.81,2020-04-05,Dominican Republic,DOM,257,1745,1680.97
DOM,2020-04-06,127.61,2020-04-06,Dominican Republic,DOM,83,1828,1808.58
DOM,2020-04-07,155.83,2020-04-07,Dominican Republic,DOM,128,1956,1964.41
DOM,2020-04-08,183.65,2020-04-08,Dominican Republic,DOM,155,2111,2148.06
DOM,2020-04-09,205.3,2020-04-09,Dominican Republic,DOM,238,2349,2353.36
DOM,2020-04-10,215.76,2020-04-10,Dominican Republic,DOM,271,2620,2569.12
DOM,2020-04-11,210.57,2020-04-11,Dominican Republic,DOM,139,2759,2779.69
DOM,2020-04-12,193.59,2020-04-12,Dominican Republic,DOM,208,2967,2973.28
DOM,2020-04-13,179.34,2020-04-13,Dominican Republic,DOM,200,3167,3152.62
DOM,2020-04-14,183.42,2020-04-14,Dominican Republic,DOM,119,3286,3336.04
DOM,2020-04-15,212.72,2020-04-15,Dominican Republic,DOM,328,3614,3548.76
DOM,2020-04-16,252.66,2020-04-16,Dominican Republic,DOM,141,3755,3801.42
DOM,2020-04-17,282.97,2020-04-17,Dominican Republic,DOM,371,4126,4084.39
DOM,2020-04-18,289.34,2020-04-18,Dominican Republic,DOM,209,4335,4373.73
DOM,2020-04-19,287.05,2020-04-19,Dominican Republic,DOM,345,4680,4660.78
DOM,2020-04-20,306.81,2020-04-20,Dominican Republic,DOM,284,4964,4967.59
DZA,2020-01-22,0,2020-01-22,Algeria,DZA,0,0,0
DZA,2020-01-23,0,2020-01-23,Algeria,DZA,0,0,0
DZA,2020-01-24,0,2020-01-24,Algeria,DZA,0,0,0
DZA,2020-01-25,0,2020-01-25,Algeria,DZA,0,0,0
DZA,2020-01-26,0,2020-01-26,Algeria,DZA,0,0,0
DZA,2020-01-27,0,2020-01-27,Algeria,DZA,0,0,0
DZA,2020-01-28,0,2020-01-28,Algeria,DZA,0,0,0
DZA,2020-01-29,0,2020-01-29,Algeria,DZA,0,0,0
DZA,2020-01-30,0,2020-01-30,Algeria,DZA,0,0,0
DZA,2020-01-31,0,2020-01-31,Algeria,DZA,0,0,0
DZA,2020-02-01,0,2020-02-01,Algeria,DZA,0,0,0
DZA,2020-02-02,0,2020-02-02,Algeria,DZA,0,0,0
DZA,2020-02-03,0,2020-02-03,Algeria,DZA,0,0,0
DZA,2020-02-04,0,2020-02-04,Algeria,DZA,0,0,0
DZA,2020-02-05,0,2020-02-05,Algeria,DZA,0,0,0
DZA,2020-02-06,0,2020-02-06,Algeria,DZA,0,0,0
DZA,2020-02-07,0,2020-02-07,Algeria,DZA,0,0,0
DZA,2020-02-08,0,2020-02-08,Algeria,DZA,0,0,0
DZA,2020-02-09,0,2020-02-09,Algeria,DZA,0,0,0
DZA,2020-02-10,0,2020-02-10,Algeria,DZA,0,0,0
DZA,2020-02-11,0,2020-02-11,Algeria,DZA,0,0,0
DZA,2020-02-12,0,2020-02-12,Algeria,DZA,0,0,0
DZA,2020-02-13,0,2020-02-13,Algeria,DZA,0,0,0
DZA,2020-02-14,0,2020-02-14,Algeria,DZA,0,0,0
DZA,2020-02-15,0,2020-02-15,Algeria,DZA,0,0,0
DZA,2020-02-16,0,2020-02-16,Algeria,DZA,0,0,0
DZA,2020-02-17,0,2020-02-17,Algeria,DZA,0,0,0
DZA,2020-02-18,0,2020-02-18,Algeria,DZA,0,0,0
DZA,2020-02-19,0.01,2020-02-19,Algeria,DZA,0,0,0.01
DZA,2020-02-20,0.02,2020-02-20,Algeria,DZA,0,0,0.03
DZA,2020-02-21,0.03,2020-02-21,Algeria,DZA,0,0,0.06
DZA,2020-02-22,0.05,2020-02-22,Algeria,DZA,0,0,0.11
DZA,2020-02-23,0.06,2020-02-23,Algeria,DZA,0,0,0.17
DZA,2020-02-24,0.07,2020-02-24,Algeria,DZA,0,0,0.24000000000000002
DZA,2020-02-25,0.07,2020-02-25,Algeria,DZA,1,1,0.31
DZA,2020-02-26,0.07,2020-02-26,Algeria,DZA,0,1,0.38
DZA,2020-02-27,0.13,2020-02-27,Algeria,DZA,0,1,0.51
DZA,2020-02-28,0.28,2020-02-28,Algeria,DZA,0,1,0.79
DZA,2020-02-29,0.55,2020-02-29,Algeria,DZA,0,1,1.34
DZA,2020-03-01,0.97,2020-03-01,Algeria,DZA,0,1,2.31
DZA,2020-03-02,1.57,2020-03-02,Algeria,DZA,2,3,3.8800000000000003
DZA,2020-03-03,2.31,2020-03-03,Algeria,DZA,2,5,6.19
DZA,2020-03-04,2.98,2020-03-04,Algeria,DZA,7,12,9.17
DZA,2020-03-05,3.29,2020-03-05,Algeria,DZA,0,12,12.46
DZA,2020-03-06,3.01,2020-03-06,Algeria,DZA,5,17,15.47
DZA,2020-03-07,2.25,2020-03-07,Algeria,DZA,0,17,17.72
DZA,2020-03-08,1.33,2020-03-08,Algeria,DZA,2,19,19.05
DZA,2020-03-09,0.64,2020-03-09,Algeria,DZA,1,20,19.69
DZA,2020-03-10,0.46,2020-03-10,Algeria,DZA,0,20,20.15
DZA,2020-03-11,1.02,2020-03-11,Algeria,DZA,0,20,21.17
DZA,2020-03-12,2.51,2020-03-12,Algeria,DZA,4,24,23.68
DZA,2020-03-13,4.88,2020-03-13,Algeria,DZA,2,26,28.56
DZA,2020-03-14,7.34,2020-03-14,Algeria,DZA,11,37,35.9
DZA,2020-03-15,8.9,2020-03-15,Algeria,DZA,11,48,44.8
DZA,2020-03-16,8.89,2020-03-16,Algeria,DZA,6,54,53.69
DZA,2020-03-17,8.36,2020-03-17,Algeria,DZA,6,60,62.05
DZA,2020-03-18,9.34,2020-03-18,Algeria,DZA,14,74,71.39
DZA,2020-03-19,13.75,2020-03-19,Algeria,DZA,13,87,85.14
DZA,2020-03-20,21.66,2020-03-20,Algeria,DZA,3,90,106.8
DZA,2020-03-21,31.16,2020-03-21,Algeria,DZA,49,139,137.96
DZA,2020-03-22,40.13,2020-03-22,Algeria,DZA,62,201,178.09
DZA,2020-03-23,46.75,2020-03-23,Algeria,DZA,29,230,224.84
DZA,2020-03-24,49.77,2020-03-24,Algeria,DZA,34,264,274.61
DZA,2020-03-25,48.11,2020-03-25,Algeria,DZA,38,302,322.72
DZA,2020-03-26,41.97,2020-03-26,Algeria,DZA,65,367,364.69
DZA,2020-03-27,36.86,2020-03-27,Algeria,DZA,42,409,401.55
DZA,2020-03-28,40.68,2020-03-28,Algeria,DZA,45,454,442.23
DZA,2020-03-29,60.23,2020-03-29,Algeria,DZA,57,511,502.46
DZA,2020-03-30,91.96,2020-03-30,Algeria,DZA,73,584,594.42
DZA,2020-03-31,123.54,2020-03-31,Algeria,DZA,132,716,717.96
DZA,2020-04-01,142.32,2020-04-01,Algeria,DZA,131,847,860.28
DZA,2020-04-02,142.54,2020-04-02,Algeria,DZA,139,986,1002.8199999999999
DZA,2020-04-03,129.68,2020-04-03,Algeria,DZA,185,1171,1132.5
DZA,2020-04-04,111.08,2020-04-04,Algeria,DZA,80,1251,1243.58
DZA,2020-04-05,93.23,2020-04-05,Algeria,DZA,69,1320,1336.81
DZA,2020-04-06,79.91,2020-04-06,Algeria,DZA,103,1423,1416.72
DZA,2020-04-07,73.96,2020-04-07,Algeria,DZA,45,1468,1490.68
DZA,2020-04-08,77.35,2020-04-08,Algeria,DZA,104,1572,1568.03
DZA,2020-04-09,86.29,2020-04-09,Algeria,DZA,94,1666,1654.32
DZA,2020-04-10,93.17,2020-04-10,Algeria,DZA,95,1761,1747.49
DZA,2020-04-11,90.67,2020-04-11,Algeria,DZA,64,1825,1838.16
DZA,2020-04-12,79.35,2020-04-12,Algeria,DZA,89,1914,1917.51
DZA,2020-04-13,69.81,2020-04-13,Algeria,DZA,69,1983,1987.32
DZA,2020-04-14,73.7,2020-04-14,Algeria,DZA,87,2070,2061.02
DZA,2020-04-15,95.46,2020-04-15,Algeria,DZA,90,2160,2156.48
DZA,2020-04-16,121.75,2020-04-16,Algeria,DZA,108,2268,2278.23
DZA,2020-04-17,134.5,2020-04-17,Algeria,DZA,150,2418,2412.73
DZA,2020-04-18,121.11,2020-04-18,Algeria,DZA,116,2534,2533.84
DZA,2020-04-19,96.04,2020-04-19,Algeria,DZA,95,2629,2629.88
DZA,2020-04-20,87.88,2020-04-20,Algeria,DZA,89,2718,2717.7599999999998
ECU,2020-01-22,0,2020-01-22,Ecuador,ECU,0,0,0
ECU,2020-01-23,0,2020-01-23,Ecuador,ECU,0,0,0
ECU,2020-01-24,0,2020-01-24,Ecuador,ECU,0,0,0
ECU,2020-01-25,0,2020-01-25,Ecuador,ECU,0,0,0
ECU,2020-01-26,0,2020-01-26,Ecuador,ECU,0,0,0
ECU,2020-01-27,0,2020-01-27,Ecuador,ECU,0,0,0
ECU,2020-01-28,0,2020-01-28,Ecuador,ECU,0,0,0
ECU,2020-01-29,0,2020-01-29,Ecuador,ECU,0,0,0
ECU,2020-01-30,0,2020-01-30,Ecuador,ECU,0,0,0
ECU,2020-01-31,0,2020-01-31,Ecuador,ECU,0,0,0
ECU,2020-02-01,0,2020-02-01,Ecuador,ECU,0,0,0
ECU,2020-02-02,0,2020-02-02,Ecuador,ECU,0,0,0
ECU,2020-02-03,0,2020-02-03,Ecuador,ECU,0,0,0
ECU,2020-02-04,0,2020-02-04,Ecuador,ECU,0,0,0
ECU,2020-02-05,0,2020-02-05,Ecuador,ECU,0,0,0
ECU,2020-02-06,0,2020-02-06,Ecuador,ECU,0,0,0
ECU,2020-02-07,0,2020-02-07,Ecuador,ECU,0,0,0
ECU,2020-02-08,0,2020-02-08,Ecuador,ECU,0,0,0
ECU,2020-02-09,0,2020-02-09,Ecuador,ECU,0,0,0
ECU,2020-02-10,0,2020-02-10,Ecuador,ECU,0,0,0
ECU,2020-02-11,0,2020-02-11,Ecuador,ECU,0,0,0
ECU,2020-02-12,0,2020-02-12,Ecuador,ECU,0,0,0
ECU,2020-02-13,0,2020-02-13,Ecuador,ECU,0,0,0
ECU,2020-02-14,0,2020-02-14,Ecuador,ECU,0,0,0
ECU,2020-02-15,0,2020-02-15,Ecuador,ECU,0,0,0
ECU,2020-02-16,0,2020-02-16,Ecuador,ECU,0,0,0
ECU,2020-02-17,0,2020-02-17,Ecuador,ECU,0,0,0
ECU,2020-02-18,0,2020-02-18,Ecuador,ECU,0,0,0
ECU,2020-02-19,0,2020-02-19,Ecuador,ECU,0,0,0
ECU,2020-02-20,0,2020-02-20,Ecuador,ECU,0,0,0
ECU,2020-02-21,0,2020-02-21,Ecuador,ECU,0,0,0
ECU,2020-02-22,0,2020-02-22,Ecuador,ECU,0,0,0
ECU,2020-02-23,0,2020-02-23,Ecuador,ECU,0,0,0
ECU,2020-02-24,0,2020-02-24,Ecuador,ECU,0,0,0
ECU,2020-02-25,0,2020-02-25,Ecuador,ECU,0,0,0
ECU,2020-02-26,0.06,2020-02-26,Ecuador,ECU,0,0,0.06
ECU,2020-02-27,0.25,2020-02-27,Ecuador,ECU,0,0,0.31
ECU,2020-02-28,0.66,2020-02-28,Ecuador,ECU,0,0,0.97
ECU,2020-02-29,1.27,2020-02-29,Ecuador,ECU,0,0,2.24
ECU,2020-03-01,1.87,2020-03-01,Ecuador,ECU,6,6,4.11
ECU,2020-03-02,2.22,2020-03-02,Ecuador,ECU,0,6,6.33
ECU,2020-03-03,2.13,2020-03-03,Ecuador,ECU,1,7,8.46
ECU,2020-03-04,1.73,2020-03-04,Ecuador,ECU,3,10,10.19
ECU,2020-03-05,1.21,2020-03-05,Ecuador,ECU,3,13,11.4
ECU,2020-03-06,0.75,2020-03-06,Ecuador,ECU,0,13,12.15
ECU,2020-03-07,0.43,2020-03-07,Ecuador,ECU,0,13,12.58
ECU,2020-03-08,0.22,2020-03-08,Ecuador,ECU,1,14,12.8
ECU,2020-03-09,0.09,2020-03-09,Ecuador,ECU,1,15,12.89
ECU,2020-03-10,0.03,2020-03-10,Ecuador,ECU,0,15,12.92
ECU,2020-03-11,0,2020-03-11,Ecuador,ECU,2,17,12.92
ECU,2020-03-12,0.01,2020-03-12,Ecuador,ECU,0,17,12.93
ECU,2020-03-13,0.38,2020-03-13,Ecuador,ECU,0,17,13.31
ECU,2020-03-14,2.46,2020-03-14,Ecuador,ECU,11,28,15.77
ECU,2020-03-15,7.82,2020-03-15,Ecuador,ECU,0,28,23.59
ECU,2020-03-16,18.06,2020-03-16,Ecuador,ECU,9,37,41.65
ECU,2020-03-17,34.54,2020-03-17,Ecuador,ECU,21,58,76.19
ECU,2020-03-18,58.57,2020-03-18,Ecuador,ECU,53,111,134.76
ECU,2020-03-19,91.1,2020-03-19,Ecuador,ECU,88,199,225.85999999999999
ECU,2020-03-20,129.19,2020-03-20,Ecuador,ECU,168,367,355.05
ECU,2020-03-21,165.62,2020-03-21,Ecuador,ECU,139,506,520.67
ECU,2020-03-22,192.83,2020-03-22,Ecuador,ECU,283,789,713.5
ECU,2020-03-23,205.2,2020-03-23,Ecuador,ECU,192,981,918.7
ECU,2020-03-24,201.2,2020-03-24,Ecuador,ECU,101,1082,1119.9
ECU,2020-03-25,180.2,2020-03-25,Ecuador,ECU,91,1173,1300.1
ECU,2020-03-26,145.31,2020-03-26,Ecuador,ECU,230,1403,1445.41
ECU,2020-03-27,114.79,2020-03-27,Ecuador,ECU,192,1595,1560.2
ECU,2020-03-28,113.67,2020-03-28,Ecuador,ECU,228,1823,1673.87
ECU,2020-03-29,163.06,2020-03-29,Ecuador,ECU,101,1924,1836.93
ECU,2020-03-30,247.74,2020-03-30,Ecuador,ECU,38,1962,2084.67
ECU,2020-03-31,321.57,2020-03-31,Ecuador,ECU,278,2240,2406.24
ECU,2020-04-01,337.72,2020-04-01,Ecuador,ECU,508,2748,2743.96
ECU,2020-04-02,283.92,2020-04-02,Ecuador,ECU,415,3163,3027.88
ECU,2020-04-03,204.1,2020-04-03,Ecuador,ECU,205,3368,3231.98
ECU,2020-04-04,151.41,2020-04-04,Ecuador,ECU,97,3465,3383.39
ECU,2020-04-05,165.84,2020-04-05,Ecuador,ECU,181,3646,3549.23
ECU,2020-04-06,245.67,2020-04-06,Ecuador,ECU,101,3747,3794.9
ECU,2020-04-07,374.81,2020-04-07,Ecuador,ECU,0,3747,4169.71
ECU,2020-04-08,533.68,2020-04-08,Ecuador,ECU,703,4450,4703.39
ECU,2020-04-09,680.99,2020-04-09,Ecuador,ECU,515,4965,5384.38
ECU,2020-04-10,760.99,2020-04-10,Ecuador,ECU,2196,7161,6145.37
ECU,2020-04-11,720.71,2020-04-11,Ecuador,ECU,96,7257,6866.08
ECU,2020-04-12,561.29,2020-04-12,Ecuador,ECU,209,7466,7427.37
ECU,2020-04-13,352.85,2020-04-13,Ecuador,ECU,63,7529,7780.22
ECU,2020-04-14,173.75,2020-04-14,Ecuador,ECU,74,7603,7953.97
ECU,2020-04-15,85.62,2020-04-15,Ecuador,ECU,255,7858,8039.59
ECU,2020-04-16,109.14,2020-04-16,Ecuador,ECU,367,8225,8148.73
ECU,2020-04-17,254.04,2020-04-17,Ecuador,ECU,225,8450,8402.77
ECU,2020-04-18,499.5,2020-04-18,Ecuador,ECU,572,9022,8902.27
ECU,2020-04-19,674.34,2020-04-19,Ecuador,ECU,446,9468,9576.61
ECU,2020-04-20,528.66,2020-04-20,Ecuador,ECU,660,10128,10105.27
EGY,2020-01-22,0,2020-01-22,Egypt,EGY,0,0,0
EGY,2020-01-23,0,2020-01-23,Egypt,EGY,0,0,0
EGY,2020-01-24,0,2020-01-24,Egypt,EGY,0,0,0
EGY,2020-01-25,0,2020-01-25,Egypt,EGY,0,0,0
EGY,2020-01-26,0,2020-01-26,Egypt,EGY,0,0,0
EGY,2020-01-27,0,2020-01-27,Egypt,EGY,0,0,0
EGY,2020-01-28,0,2020-01-28,Egypt,EGY,0,0,0
EGY,2020-01-29,0,2020-01-29,Egypt,EGY,0,0,0
EGY,2020-01-30,0,2020-01-30,Egypt,EGY,0,0,0
EGY,2020-01-31,0,2020-01-31,Egypt,EGY,0,0,0
EGY,2020-02-01,0,2020-02-01,Egypt,EGY,0,0,0
EGY,2020-02-02,0,2020-02-02,Egypt,EGY,0,0,0
EGY,2020-02-03,0,2020-02-03,Egypt,EGY,0,0,0
EGY,2020-02-04,0,2020-02-04,Egypt,EGY,0,0,0
EGY,2020-02-05,0,2020-02-05,Egypt,EGY,0,0,0
EGY,2020-02-06,0,2020-02-06,Egypt,EGY,0,0,0
EGY,2020-02-07,0,2020-02-07,Egypt,EGY,0,0,0
EGY,2020-02-08,0.01,2020-02-08,Egypt,EGY,0,0,0.01
EGY,2020-02-09,0.02,2020-02-09,Egypt,EGY,0,0,0.03
EGY,2020-02-10,0.04,2020-02-10,Egypt,EGY,0,0,0.07
EGY,2020-02-11,0.06,2020-02-11,Egypt,EGY,0,0,0.13
EGY,2020-02-12,0.09,2020-02-12,Egypt,EGY,0,0,0.22
EGY,2020-02-13,0.12,2020-02-13,Egypt,EGY,0,0,0.33999999999999997
EGY,2020-02-14,0.14,2020-02-14,Egypt,EGY,1,1,0.48
EGY,2020-02-15,0.13,2020-02-15,Egypt,EGY,0,1,0.61
EGY,2020-02-16,0.1,2020-02-16,Egypt,EGY,0,1,0.71
EGY,2020-02-17,0.06,2020-02-17,Egypt,EGY,0,1,0.77
EGY,2020-02-18,0.03,2020-02-18,Egypt,EGY,0,1,0.8
EGY,2020-02-19,0.01,2020-02-19,Egypt,EGY,0,1,0.81
EGY,2020-02-20,0,2020-02-20,Egypt,EGY,0,1,0.81
EGY,2020-02-21,0,2020-02-21,Egypt,EGY,0,1,0.81
EGY,2020-02-22,-0,2020-02-22,Egypt,EGY,0,1,0.81
EGY,2020-02-23,0,2020-02-23,Egypt,EGY,0,1,0.81
EGY,2020-02-24,0,2020-02-24,Egypt,EGY,0,1,0.81
EGY,2020-02-25,0,2020-02-25,Egypt,EGY,0,1,0.81
EGY,2020-02-26,0,2020-02-26,Egypt,EGY,0,1,0.81
EGY,2020-02-27,0,2020-02-27,Egypt,EGY,0,1,0.81
EGY,2020-02-28,0,2020-02-28,Egypt,EGY,0,1,0.81
EGY,2020-02-29,0.03,2020-02-29,Egypt,EGY,0,1,0.84
EGY,2020-03-01,0.13,2020-03-01,Egypt,EGY,1,2,0.97
EGY,2020-03-02,0.4,2020-03-02,Egypt,EGY,0,2,1.37
EGY,2020-03-03,0.92,2020-03-03,Egypt,EGY,0,2,2.29
EGY,2020-03-04,1.94,2020-03-04,Egypt,EGY,0,2,4.23
EGY,2020-03-05,3.76,2020-03-05,Egypt,EGY,1,3,7.99
EGY,2020-03-06,6.55,2020-03-06,Egypt,EGY,12,15,14.54
EGY,2020-03-07,9.66,2020-03-07,Egypt,EGY,0,15,24.2
EGY,2020-03-08,11.84,2020-03-08,Egypt,EGY,34,49,36.04
EGY,2020-03-09,11.87,2020-03-09,Egypt,EGY,6,55,47.91
EGY,2020-03-10,9.85,2020-03-10,Egypt,EGY,4,59,57.76
EGY,2020-03-11,7.63,2020-03-11,Egypt,EGY,1,60,65.39
EGY,2020-03-12,7.32,2020-03-12,Egypt,EGY,7,67,72.71
EGY,2020-03-13,10.24,2020-03-13,Egypt,EGY,13,80,82.95
EGY,2020-03-14,15.6,2020-03-14,Egypt,EGY,29,109,98.55
EGY,2020-03-15,22.03,2020-03-15,Egypt,EGY,1,110,120.58
EGY,2020-03-16,28.15,2020-03-16,Egypt,EGY,40,150,148.73
EGY,2020-03-17,32.72,2020-03-17,Egypt,EGY,46,196,181.45
EGY,2020-03-18,34.57,2020-03-18,Egypt,EGY,0,196,216.02
EGY,2020-03-19,32.71,2020-03-19,Egypt,EGY,60,256,248.73
EGY,2020-03-20,28.32,2020-03-20,Egypt,EGY,29,285,277.05
EGY,2020-03-21,24.94,2020-03-21,Egypt,EGY,9,294,301.99
EGY,2020-03-22,26.29,2020-03-22,Egypt,EGY,33,327,328.28
EGY,2020-03-23,33.53,2020-03-23,Egypt,EGY,39,366,361.81
